Dataset;ML_KNN;BR_KNN_alpha;BR_Credal_KNN_alpha;DML_KNN;ML_Credal_KNN;
bibtex;0.8148719133614332;0.3010820494465283;0.17193590611455273;0.8531677138444136;0.7303829834729954;
birds;0.6033373015873016;0.2997176551188588;0.30601459074802995;0.6237897110063538;0.5876587077186144;
Business1;0.8670932114235554;0.8387604337556696;0.6344612298057378;0.8669130585244886;0.8667249319480874;
CAL500;0.5887129962575026;0.5281994895752624;0.3666186050672863;0.608588586847827;0.5698343548708389;
Computers1;0.6545849277653181;0.5611116187925695;0.36771238569583564;0.6534908681476668;0.654714400036283;
Corel5k;0.5168613842298052;0.20139283937899757;0.20447361638817788;0.5245488721804511;0.489340667117572;
Education1;0.7631175330502588;0.28292935061546615;0.22658047506487403;0.7648310438860687;0.7587148736005872;
emotions;0.7007672581975989;0.6982411815423438;0.5823374792817233;0.6976577601520602;0.7033752141429501;
enron;0.6394362125178474;0.5422439260322632;0.47360704450350155;0.6415781908017341;0.6302056866529381;
Entertainment1;0.8599490464161741;0.3559910047579854;0.2921922653552619;0.8534354029495157;0.855766025610739;
flags_ml;0.6956270546665656;0.7281687630729794;0.6599460021336726;0.6959817144880704;0.6894319987393799;
protein;0.9854261063432869;0.9844821865347857;0.9796621684920099;0.8950962474424505;0.9736028159147787;
Health1;0.5752071424146757;0.4947639470412666;0.3851806872144584;0.5752337274747195;0.5769184697963308;
mediamill;0.7864560401938115;0.7464088358707022;0.4388363872155886;0.7858192093325056;0.7870698554186789;
medical;0.7853801078463303;0.6551241709724438;0.5612767779562646;0.8039237160934055;0.7900520347334726;
scene;0.7920133941582679;0.7291587737292131;0.6158737744291705;0.7927578276734248;0.791719531655557;
Science1;0.5487639154305821;0.19432957915733468;0.1677371138545436;0.5505147571814238;0.5521364909600204;
Social1;0.6609634270961232;0.43530549119173667;0.32659647260796315;0.6568752057864258;0.6605192923218431;
Society1;0.6423673417910333;0.4687300447806771;0.3451427013517662;0.6418344534437291;0.6422572760676586;
yeast;0.7141579428129367;0.7145177752459186;0.5622926103998728;0.7143358018478848;0.7143223371927548;
